fips,name,population,population18To34,population18To34_me,population18To34_p,population18To34_pme,white,white_me,white_p,white_pme,minority,minority_me,minority_p,minority_pme,neverMarried,neverMarried_me,neverMarried_p,neverMarried_pme,liveAlone,liveAlone_me,liveAlone_p,liveAlone_pme,educationBachelor,educationBachelor_me,educationBachelor_p,educationBachelor_pme,civilian,veteran,veteran_me,veteran_p,veteran_pme,foreignBorn,foreignBorn_me,foreignBorn_p,foreignBorn_pme,otherLanguage,otherLanguage_me,otherLanguage_p,otherLanguage_pme,medianEarnings,medianEarnings_me,povertyUniverse,poverty,poverty_me,poverty_p,poverty_pme,employed,employed_me,employed_p,employed_pme,commuter,droveToWork,droveToWork_me,droveToWork_p,droveToWork_pme,liveWithParent,liveWithParent_me,liveWithParent_p,liveWithParent_pme
23860,"Georgetown, SC",60280,9985,118,16.564,0.19575,5035,30,50.43,0.6,4950,117,49.57,0.6,7610,352,76.21,3.47,295,118,2.95,1.18,1075,269,10.77,2.67,9880,195,99,1.97,1,445,153,4.46,1.5,605,172,6.06,1.68,26944,,9840,2930,432,29.78,4.32,5545,388,55.53,3.86,5525,5210,394,94.3,2.4,4650,415,46.57,4.31
23900,"Gettysburg, PA",101496,20325,89,20.025,0.08769,17645,46,86.81,0.45,2685,102,13.21,0.45,13200,374,64.94,1.85,770,169,3.79,0.83,2905,362,14.29,1.78,20280,460,148,2.27,0.73,1470,154,7.23,0.75,2175,193,10.7,0.95,32772,,17330,2010,345,11.6,1.95,14365,366,70.68,1.74,14080,12330,420,87.57,1.68,6620,422,32.57,2.07
23940,"Gillette, WY",46901,12020,144,25.628,0.30703,10720,24,89.18,1.07,1300,146,10.82,1.08,6075,536,50.54,4.49,895,233,7.45,1.95,2085,418,17.35,3.49,11935,255,113,2.14,0.94,570,228,4.74,1.87,1015,216,8.44,1.75,47369,,11865,1370,298,11.55,2.47,9650,401,80.28,3.19,9490,8850,426,93.26,1.99,1950,385,16.22,3.22
23980,"Glasgow, KY",52547,10240,164,19.487,0.3121,9295,33,90.77,1.45,945,163,9.23,1.46,4875,387,47.61,3.57,510,133,4.98,1.3,1060,191,10.35,1.88,10200,190,75,1.86,0.74,225,160,2.2,1.55,355,175,3.47,1.69,25980,,10050,2390,348,23.78,3.37,6785,386,66.26,3.64,6625,6220,353,93.89,2.13,3610,439,35.25,4.24
24020,"Glens Falls, NY",128821,24850,193,19.29,0.14982,22410,28,90.18,0.7,2440,194,9.82,0.71,16540,517,66.56,2.07,1320,245,5.31,0.98,4055,401,16.32,1.63,24775,725,208,2.93,0.83,705,162,2.84,0.64,1305,231,5.25,0.92,31639,,22825,3830,392,16.78,1.69,16325,410,65.69,1.61,15770,14270,419,90.49,1.35,7730,483,31.11,1.9
24060,"Glenwood Springs, CO",73860,16865,175,22.834,0.23693,11060,45,65.58,0.76,5805,186,34.42,0.76,9710,601,57.57,3.59,965,280,5.72,1.65,3730,444,22.12,2.63,16795,285,109,1.7,0.65,3700,345,21.94,2.11,5105,386,30.27,2.32,39657,,16365,2335,500,14.27,3.06,12390,518,73.47,3.02,12340,9265,546,75.08,3.37,3990,558,23.66,3.35
24100,"Gloversville, NY",55165,10815,137,19.605,0.24835,9750,9,90.15,1.16,1065,136,9.85,1.13,7190,417,66.48,3.64,520,167,4.81,1.54,1335,285,12.34,2.64,10800,270,114,2.5,1.07,85,55,0.79,0.51,475,123,4.39,1.12,29594,,10395,2140,323,20.59,3.02,6860,321,63.43,3.02,6750,6265,334,92.81,2.47,3105,401,28.71,3.73
24140,"Goldsboro, NC",123382,28715,72,23.273,0.05836,15035,15,52.36,0.14,13680,74,47.64,0.14,17335,600,60.37,2.07,2170,344,7.56,1.19,2915,378,10.15,1.32,25850,1780,335,6.89,1.3,3400,277,11.84,0.97,4385,229,15.27,0.79,28483,,27260,7290,768,26.74,2.85,16140,660,56.21,2.29,18620,17760,641,95.38,0.94,7775,628,27.08,2.18
24220,"Grand Forks, ND-MN",98879,31620,180,31.978,0.18204,27145,28,85.85,0.5,4470,180,14.14,0.49,22205,483,70.22,1.43,3910,403,12.37,1.27,6090,471,19.26,1.48,30630,1020,301,3.33,0.98,1505,243,4.76,0.76,2490,290,7.87,0.9,32490,,27135,7580,549,27.93,1.98,21730,545,68.72,1.72,22265,19440,606,87.31,1.42,4110,375,13,1.19
24260,"Grand Island, NE",82631,16835,178,20.374,0.21542,11830,26,70.27,0.78,5005,184,29.73,0.78,9290,419,55.18,2.47,1365,243,8.11,1.43,2210,255,13.13,1.52,16835,510,142,3.03,0.84,2935,403,17.43,2.37,3440,366,20.43,2.18,31217,,16715,3095,400,18.52,2.3,13080,368,77.7,2.01,12900,12160,364,94.26,1.18,4010,437,23.82,2.63
24300,"Grand Junction, CO",147432,34270,165,23.245,0.11192,27155,35,79.24,0.37,7115,161,20.76,0.37,18810,853,54.89,2.46,1945,294,5.68,0.86,5075,518,14.81,1.51,34255,1460,342,4.26,1,1815,374,5.3,1.09,3400,493,9.92,1.43,36560,,32295,6775,738,20.98,2.27,22920,713,66.88,2.06,22730,20325,795,89.42,1.74,6610,642,19.29,1.88
24340,"Grand Rapids-Wyoming, MI",998916,240265,214,24.053,0.02142,186835,101,77.76,0.08,53430,225,22.24,0.08,152040,1809,63.28,0.75,15775,980,6.57,0.41,55815,1565,23.23,0.65,239955,3505,415,1.46,0.17,19605,835,8.16,0.35,28090,958,11.69,0.4,32462,,228265,47645,1861,20.87,0.81,170470,1469,70.95,0.61,166815,151215,1731,90.65,0.55,63890,1643,26.59,0.69
24380,"Grants, NM",27296,6180,147,22.641,0.53854,985,5,15.94,0.4,5195,147,84.06,0.4,4515,228,73.06,3.7,145,75,2.35,1.21,375,159,6.07,2.59,6180,180,99,2.91,1.59,420,176,6.8,2.74,2435,284,39.4,4.34,23167,,5360,1605,272,29.94,5.17,2910,308,47.09,4.87,2730,2505,280,91.76,4.02,2545,324,41.18,5.52
24420,"Grants Pass, OR",82783,13875,167,16.761,0.20173,11670,28,84.11,1.01,2205,167,15.89,1.01,8030,452,57.87,3.31,685,210,4.94,1.51,1125,240,8.11,1.71,13850,425,172,3.07,1.23,190,101,1.37,0.73,555,182,4,1.31,28241,,13690,4080,525,29.8,3.88,7390,475,53.26,3.4,7320,6810,473,93.03,2.04,3985,548,28.72,3.94
24460,"Great Bend, KS",27602,5675,128,20.56,0.46373,4520,19,79.65,1.79,1155,127,20.35,1.79,2955,249,52.07,4.32,430,107,7.58,1.87,680,162,11.98,2.88,5675,150,111,2.64,1.96,500,157,8.81,2.65,815,102,14.36,1.68,30653,,5540,1235,274,22.29,4.87,4075,215,71.81,3.77,4045,3810,206,94.19,2.59,1435,305,25.29,5.48
24500,"Great Falls, MT",81621,19110,234,23.413,0.28669,15635,41,81.82,1.02,3475,237,18.18,1.02,10370,467,54.26,2.52,1610,290,8.42,1.52,3675,343,19.23,1.78,16635,1310,239,7.87,1.42,380,118,1.99,0.62,1090,256,5.7,1.31,30933,,18105,3455,386,19.08,2.1,12055,460,63.08,2.37,14285,13070,402,91.49,1.6,4135,424,21.64,2.28
24540,"Greeley, CO",258780,63740,151,24.631,0.05835,40255,101,63.16,0.21,23485,172,36.84,0.21,36000,1067,56.48,1.68,3530,448,5.54,0.7,11475,742,18,1.16,63670,1790,355,2.81,0.56,6955,619,10.91,0.97,12565,861,19.71,1.34,33914,,59415,12520,914,21.07,1.56,43215,855,67.8,1.36,42450,38385,957,90.42,1.25,14405,763,22.6,1.2
24580,"Green Bay, WI",308706,68755,75,22.272,0.02429,55615,43,80.89,0.12,13135,91,19.1,0.12,44470,855,64.68,1.25,6155,494,8.95,0.72,12875,704,18.73,1.02,68640,1480,214,2.16,0.31,5150,356,7.49,0.51,8480,403,12.33,0.59,32916,,64190,9960,698,15.52,1.05,51335,819,74.66,1.19,50680,45765,849,90.3,0.89,16860,943,24.52,1.37
24620,"Greeneville, TN",68679,12875,181,18.747,0.26354,11790,29,91.57,1.29,1085,181,8.43,1.29,6760,364,52.5,2.75,695,186,5.4,1.43,1580,289,12.27,2.23,12845,315,110,2.45,0.86,580,193,4.5,1.45,775,220,6.02,1.68,24544,,12135,3250,414,26.78,3.32,7990,375,62.06,2.72,7800,7500,384,96.15,1.56,3485,363,27.07,2.95
24640,"Greenfield Town, MA",71408,13580,153,19.017,0.21426,12115,46,89.21,1.05,1465,156,10.79,1.03,9800,392,72.16,2.88,800,173,5.89,1.26,2960,287,21.8,2.07,13575,200,82,1.47,0.61,795,175,5.85,1.28,1165,224,8.58,1.62,33366,,13350,2755,345,20.64,2.62,9690,415,71.35,2.72,9535,7995,450,83.85,3.76,4200,410,30.93,3.02
24660,"Greensboro-High Point, NC",730342,166885,159,22.85,0.02177,87845,157,52.64,0.11,79040,235,47.36,0.11,112795,1660,67.59,0.99,14155,771,8.48,0.46,32980,1269,19.76,0.76,166490,3130,489,1.88,0.29,20685,948,12.39,0.57,24175,870,14.49,0.52,30249,,156455,37445,1412,23.93,0.93,106135,1464,63.6,0.87,104290,96520,1331,92.55,0.59,46655,1591,27.96,0.95
24700,"Greensburg, IN",25939,5115,114,19.719,0.43949,4920,21,96.19,2.15,200,114,3.91,2.15,2900,250,56.7,4.73,325,116,6.35,2.26,825,181,16.13,3.32,5115,130,66,2.54,1.28,130,106,2.54,2.02,190,97,3.71,1.87,32531,,5080,860,206,16.93,4.04,3395,249,66.37,4.53,3355,3205,255,95.53,2.66,1545,212,30.21,4.2
24740,"Greenville, MS",50578,11070,88,21.887,0.17399,2380,29,21.5,0.18,8695,88,78.55,0.21,8530,341,77.06,2.95,530,162,4.79,1.47,1125,195,10.16,1.76,11055,310,140,2.8,1.26,245,114,2.21,1.01,395,124,3.57,1.11,24040,,10890,4840,406,44.44,3.55,4785,285,43.22,2.61,4625,4210,310,91.03,2.88,4870,321,43.99,2.88
24780,"Greenville, NC",170485,55620,114,32.625,0.06687,33690,39,60.57,0.14,21930,117,39.43,0.14,42480,736,76.38,1.32,5840,547,10.5,0.98,12080,876,21.72,1.58,55400,1060,264,1.91,0.48,3175,389,5.71,0.7,4555,473,8.19,0.85,32337,,50715,19045,995,37.55,1.91,33965,983,61.07,1.75,33430,31410,976,93.96,1.26,9610,796,17.28,1.44
24820,"Greenville, OH",52666,9585,104,18.2,0.19747,9170,27,95.67,1.03,415,103,4.33,1.03,5225,317,54.51,3.33,585,162,6.1,1.7,1190,179,12.42,1.87,9585,140,52,1.46,0.54,125,59,1.3,0.61,250,81,2.61,0.83,29730,,9560,1700,243,17.78,2.55,6775,319,70.68,3.04,6645,6195,354,93.23,2.29,2895,286,30.2,3.06
24860,"Greenville-Anderson-Mauldin, SC",834277,192545,279,23.079,0.03344,135230,146,70.23,0.14,57315,330,29.77,0.14,125790,1793,65.33,0.93,14215,707,7.38,0.37,38315,1393,19.9,0.73,192220,3990,535,2.08,0.28,16990,867,8.82,0.45,21790,647,11.32,0.33,30889,,175280,39385,1669,22.47,0.92,121945,1889,63.33,0.98,120115,110910,1941,92.34,0.67,53470,1826,27.77,0.94
24900,"Greenwood, MS",42494,10280,165,24.192,0.38829,2675,26,26.02,0.41,7605,165,73.98,0.41,8330,371,81.03,3.17,535,153,5.2,1.5,905,188,8.8,1.84,10280,45,43,0.44,0.42,350,172,3.4,1.67,320,106,3.11,1.04,25920,,9105,3780,407,41.52,4.39,3665,365,35.65,3.63,3610,3460,375,95.84,2.46,3850,408,37.45,3.86
24940,"Greenwood, SC",94960,20475,198,21.562,0.20851,11825,30,57.75,0.56,8650,198,42.25,0.56,14125,466,68.99,2.12,1035,328,5.05,1.59,2880,456,14.07,2.23,20455,450,157,2.2,0.77,1010,279,4.93,1.35,1575,258,7.69,1.23,29432,,18670,5845,607,31.31,3.2,11800,572,57.63,2.74,11605,10955,573,94.4,2.16,6280,492,30.67,2.43
24980,"Grenada, MS",21745,4310,84,19.821,0.3863,2145,23,49.77,0.97,2165,84,50.23,0.98,3060,324,71,7.39,160,90,3.71,2.07,385,142,8.93,3.26,4310,0,23,0,0.81,25,37,0.58,0.87,75,72,1.74,1.67,20881,,4200,1030,276,24.52,6.5,2445,303,56.73,6.97,2345,2245,318,95.74,3.74,2060,326,47.8,7.58
25020,"Guayama, PR",83185,19505,,23.448,,25,40,0.13,0.21,19480,40,99.87,0.21,14215,497,72.88,2.55,650,201,3.33,1.03,2810,392,14.41,2.01,19505,60,55,0.31,0.28,0,30,,,18910,188,96.95,0.96,18674,,18580,9750,611,52.48,3.25,7210,473,36.96,2.42,6910,6465,503,93.56,2.31,9440,659,48.4,3.38
25060,"Gulfport-Biloxi-Pascagoula, MS",375259,86670,309,23.096,0.08234,56260,240,64.91,0.36,30410,392,35.09,0.36,51785,1223,59.75,1.45,5415,592,6.25,0.68,11200,872,12.92,1.01,80980,5080,617,6.27,0.76,4790,548,5.53,0.63,7895,595,9.11,0.68,28947,,82630,18000,1330,21.78,1.59,53815,1380,62.09,1.58,58575,53240,1353,90.89,0.97,26500,1376,30.58,1.61
25100,"Guymon, OK",21157,5505,116,26.02,0.54828,2305,18,41.87,0.88,3200,115,58.13,0.87,2705,269,49.14,4.94,290,90,5.27,1.65,760,158,13.81,2.79,5505,60,36,1.09,0.65,1880,240,34.15,4.27,2570,172,46.68,3.07,27115,,5120,700,174,13.67,3.39,3990,207,72.48,3.55,3935,3665,194,93.14,2.46,1020,260,18.53,4.83
25180,"Hagerstown-Martinsburg, MD-WV",254247,53830,219,21.172,0.08614,43090,23,80.05,0.33,10740,222,19.95,0.33,32405,919,60.2,1.67,3405,434,6.33,0.8,8940,696,16.61,1.29,53490,1750,339,3.27,0.64,2685,402,4.99,0.74,4535,481,8.42,0.88,35498,,50340,8220,778,16.33,1.53,34840,815,64.72,1.5,34155,31795,823,93.09,1.15,16105,756,29.92,1.41
25200,"Hailey, ID",27782,5085,132,18.303,0.47513,3375,64,66.37,1.72,1710,123,33.63,1.71,2310,326,45.43,6.25,465,175,9.14,3.45,960,230,18.88,4.56,5085,105,71,2.06,1.38,930,199,18.29,3.69,1585,198,31.17,3.58,31229,,5080,475,146,9.35,2.78,3935,230,77.38,4.46,3800,3295,266,86.71,4.23,940,338,18.49,6.52
25220,"Hammond, LA",122665,32420,186,26.43,0.15163,19405,28,59.86,0.34,13020,186,40.16,0.34,21100,729,65.08,2.37,2065,350,6.37,1.09,4385,661,13.53,2.04,32310,950,383,2.94,1.18,1110,230,3.42,0.71,2080,328,6.42,1.01,30465,,30295,7940,752,26.21,2.44,21000,782,64.77,2.32,20435,18985,794,92.9,1.45,9045,698,27.9,2.17
25260,"Hanford-Corcoran, CA",151806,42540,164,28.023,0.10803,13540,112,31.83,0.28,29000,188,68.17,0.28,24925,847,58.59,1.95,1395,312,3.28,0.73,3490,452,8.2,1.07,38925,2005,353,5.15,0.89,9410,646,22.12,1.54,19030,709,44.73,1.69,27820,,35735,7260,739,20.32,2.1,20385,776,47.92,1.85,23070,20705,859,89.75,2.36,11590,680,27.24,1.61
25300,"Hannibal, MO",39010,7910,79,20.277,0.20251,7080,23,89.51,0.9,825,78,10.43,0.89,4450,268,56.26,3.34,435,107,5.5,1.35,1295,214,16.37,2.73,7895,165,72,2.09,0.91,105,52,1.33,0.66,220,82,2.78,1.03,29122,,7150,1400,293,19.58,4.05,5445,261,68.84,3.35,5380,4800,297,89.22,3.02,1760,232,22.25,2.94
25420,"Harrisburg-Carlisle, PA",552292,121350,102,21.972,0.01847,91710,124,75.57,0.12,29640,160,24.43,0.12,81490,1072,67.15,0.88,10480,611,8.64,0.5,30105,1072,24.81,0.88,120815,3045,431,2.52,0.36,8430,567,6.95,0.47,14170,716,11.68,0.59,35650,,110110,17635,976,16.02,0.86,84925,949,69.98,0.78,83815,74485,1018,88.87,0.92,31820,1139,26.22,0.93
25460,"Harrison, AR",45310,8535,173,18.837,0.38181,7950,25,93.15,1.88,585,173,6.85,1.88,3790,420,44.41,5.03,660,196,7.73,2.31,755,173,8.85,2,8535,380,123,4.45,1.43,115,58,1.35,0.67,115,63,1.35,0.73,28283,,8475,2020,313,23.83,3.63,5740,333,67.25,3.85,5680,5425,359,95.51,2.63,2170,341,25.42,4.12
25500,"Harrisonburg, VA",126811,41815,215,32.974,0.16954,33640,40,80.45,0.43,8180,221,19.56,0.43,31510,617,75.36,1.53,2135,343,5.11,0.82,7320,601,17.51,1.42,41755,570,181,1.37,0.44,4520,533,10.81,1.26,6470,496,15.47,1.18,30836,,33725,12510,642,37.09,1.69,23035,780,55.09,1.81,22435,19250,730,85.8,1.57,6715,490,16.06,1.19
25540,"Hartford-West Hartford-East Hartford, CT",1213883,265800,292,21.897,0.02406,164545,337,61.91,0.15,101255,458,38.09,0.15,193950,1876,72.97,0.7,16905,921,6.36,0.35,74975,1685,28.21,0.63,265350,3970,433,1.5,0.16,40690,1548,15.31,0.58,69435,1371,26.12,0.52,42322,,236910,34520,1743,14.57,0.74,180800,2037,68.02,0.77,176420,152840,2416,86.63,0.73,87690,1941,32.99,0.72
25580,"Hastings, NE",31367,7320,126,23.337,0.4017,6210,41,84.84,1.58,1105,131,15.1,1.55,4580,298,62.57,3.75,485,119,6.63,1.62,950,192,12.98,2.64,7320,325,155,4.44,2.12,490,130,6.69,1.73,625,129,8.54,1.71,28067,,6160,1135,271,18.43,4,5250,293,71.72,3.94,5160,4795,290,92.93,2.07,900,202,12.3,2.77
25620,"Hattiesburg, MS",144928,41165,320,28.404,0.2208,25080,17,60.93,0.49,16090,326,39.09,0.49,26540,909,64.47,2.2,3365,524,8.17,1.28,7875,770,19.13,1.86,40775,1445,320,3.54,0.79,1525,258,3.7,0.62,2170,290,5.27,0.68,29606,,37645,11810,1025,31.37,2.59,26370,824,64.06,2.01,26315,24180,793,91.89,1.25,9035,824,21.95,2.02
25700,"Hays, KS",28746,9345,136,32.509,0.47311,8165,19,87.37,1.28,1180,136,12.63,1.27,6715,420,71.86,4.55,1245,246,13.32,2.66,1855,329,19.85,3.51,9310,265,163,2.85,1.75,440,165,4.71,1.74,780,166,8.35,1.72,25957,,8375,2715,467,32.42,5.56,7410,303,79.29,3.1,7330,6750,360,92.09,2.48,885,234,9.47,2.55
25720,"Heber, UT",24542,5135,150,20.923,0.6112,4095,21,79.75,2.32,1040,150,20.25,2.32,2355,294,45.86,5.94,165,79,3.21,1.57,925,185,18.01,3.6,5135,75,61,1.46,1.18,810,160,15.77,2.78,1060,204,20.64,3.61,36512,,5060,600,207,11.86,4.02,3665,271,71.37,4.86,3605,3300,278,91.54,3.11,1545,261,30.09,5.17
25740,"Helena, MT",75577,14805,182,19.589,0.24081,13520,23,91.32,1.13,1285,182,8.68,1.12,8900,476,60.11,2.92,935,177,6.32,1.2,3450,426,23.3,2.93,14765,620,221,4.2,1.49,305,112,2.06,0.75,700,179,4.73,1.21,33955,,13855,2195,343,15.84,2.4,10895,306,73.59,2.1,10785,9365,375,86.83,2.86,3375,390,22.8,2.63
25760,"Helena-West Helena, AR",21253,4280,45,20.138,0.21173,1285,22,30.02,0.31,2995,45,69.98,0.31,3115,195,72.78,4.57,235,93,5.49,2.17,240,106,5.61,2.48,4280,120,73,2.8,1.72,20,36,0.47,0.84,140,99,3.27,2.3,22099,,4235,1720,241,40.61,5.74,1950,219,45.56,5.07,1940,1875,220,96.65,2.1,1490,199,34.81,4.58
25780,"Henderson, NC",45120,9370,100,20.767,0.22163,3155,26,33.67,0.36,6215,101,66.33,0.38,6685,371,71.34,3.91,405,155,4.32,1.64,695,160,7.42,1.7,9360,155,87,1.66,0.93,810,165,8.64,1.7,850,214,9.07,2.22,26930,,9245,3140,404,33.96,4.29,5275,361,56.3,3.85,5130,4955,378,96.59,2.22,3825,393,40.82,4.24
25820,"Hereford, TX",19307,4465,48,23.126,0.24861,875,20,19.6,0.22,3590,48,80.4,0.22,2240,262,50.17,5.88,210,91,4.7,2.04,480,125,10.75,2.81,4460,20,25,0.45,0.56,1200,234,26.88,5.23,2710,252,60.69,5.52,27680,,4425,940,264,21.24,5.94,2765,226,61.93,4.98,2690,2555,214,94.98,2.89,1430,260,32.03,5.88
25840,"Hermiston-Pendleton, OR",87524,19410,128,22.177,0.14625,11685,24,60.2,0.41,7725,130,39.8,0.42,11825,471,60.92,2.39,1000,221,5.15,1.14,1780,336,9.17,1.73,19410,470,148,2.42,0.76,3095,417,15.95,2.15,5750,314,29.62,1.66,29906,,17890,3900,470,21.8,2.63,12050,528,62.08,2.63,11735,10685,541,91.05,1.81,4925,476,25.37,2.46
