fips,name,population,population18To34,population18To34_me,population18To34_p,population18To34_pme,white,white_me,white_p,white_pme,minority,minority_me,minority_p,minority_pme,neverMarried,neverMarried_me,neverMarried_p,neverMarried_pme,liveAlone,liveAlone_me,liveAlone_p,liveAlone_pme,educationBachelor,educationBachelor_me,educationBachelor_p,educationBachelor_pme,civilian,veteran,veteran_me,veteran_p,veteran_pme,foreignBorn,foreignBorn_me,foreignBorn_p,foreignBorn_pme,otherLanguage,otherLanguage_me,otherLanguage_p,otherLanguage_pme,medianEarnings,medianEarnings_me,povertyUniverse,poverty,poverty_me,poverty_p,poverty_pme,employed,employed_me,employed_p,employed_pme,commuter,droveToWork,droveToWork_me,droveToWork_p,droveToWork_pme,liveWithParent,liveWithParent_me,liveWithParent_p,liveWithParent_pme
20820,"Effingham, IL",34274,7095,70,20.701,0.20424,6810,39,95.98,1.06,285,77,4.02,1.05,4050,265,57.08,3.69,515,127,7.26,1.8,1240,170,17.48,2.38,7085,280,105,3.95,1.48,65,41,0.92,0.57,140,63,1.97,0.88,30182,,7070,830,168,11.74,2.35,5700,194,80.34,2.73,5560,5220,217,93.88,2,2415,276,34.04,3.86
20900,"El Campo, TX",41185,8665,65,21.039,0.15782,3370,30,38.89,0.46,5295,74,61.11,0.47,5430,286,62.67,3.24,375,140,4.33,1.61,810,192,9.35,2.22,8665,65,54,0.75,0.62,835,218,9.64,2.5,2440,305,28.16,3.52,26268,,8440,1650,341,19.55,4.04,5340,331,61.63,3.8,5225,5010,330,95.89,1.99,3760,386,43.39,4.41
20940,"El Centro, CA",175201,43895,129,25.054,0.07363,4310,20,9.82,0.06,39590,131,90.19,0.06,28075,794,63.96,1.82,900,239,2.05,0.54,4030,390,9.18,0.89,43570,915,216,2.1,0.5,11335,712,25.82,1.63,34140,514,77.78,1.19,33161,,38520,8665,713,22.49,1.83,20410,674,46.5,1.52,20030,18240,684,91.06,1.47,17245,707,39.29,1.62
20980,"El Dorado, AR",41307,8285,149,20.057,0.36071,4565,25,55.1,0.99,3720,149,44.9,0.99,4590,222,55.4,2.72,460,128,5.55,1.55,830,162,10.02,1.93,8265,270,122,3.27,1.48,415,140,5.01,1.63,455,136,5.49,1.57,31153,,8200,2115,297,25.79,3.51,5145,279,62.1,3.21,5085,4725,346,92.92,3.2,2375,285,28.67,3.55
21020,"Elizabeth City, NC",63919,14200,195,22.216,0.30507,7615,29,53.63,0.74,6585,196,46.37,0.74,9535,459,67.15,3.11,490,152,3.45,1.06,1945,344,13.7,2.41,13650,465,173,3.41,1.26,535,233,3.77,1.63,1030,318,7.25,2.22,32471,,12495,2855,408,22.85,3.32,7920,470,55.77,3.14,8270,7700,470,93.11,1.89,4880,555,34.37,3.89
21060,"Elizabethtown-Fort Knox, KY",149388,34520,244,23.108,0.16333,27150,40,78.65,0.57,7370,249,21.35,0.57,17150,599,49.68,1.75,1870,267,5.42,0.77,3575,449,10.36,1.3,29430,2225,394,7.56,1.33,1135,238,3.29,0.68,2345,368,6.79,1.06,28035,,31825,6120,595,19.23,1.83,17770,678,51.48,1.97,22440,20455,615,91.15,1.52,9415,722,27.27,2.11
21120,"Elk City, OK",22715,5870,142,25.842,0.62514,3895,18,66.35,1.61,1975,142,33.65,1.61,3390,324,57.75,4.89,300,126,5.11,2.16,850,218,14.48,3.68,5870,115,84,1.96,1.45,300,142,5.11,2.42,860,153,14.65,2.64,40411,,4720,875,226,18.54,4.83,3000,314,51.11,5.57,2940,2870,315,97.62,1.63,1435,287,24.45,4.97
21140,"Elkhart-Goshen, IN",198662,43065,111,21.678,0.05587,30900,135,71.75,0.38,12165,186,28.25,0.39,24500,791,56.89,1.84,2110,329,4.9,0.76,5145,541,11.95,1.25,43065,510,193,1.18,0.45,6295,470,14.62,1.08,10545,601,24.49,1.38,30265,,41770,8170,667,19.56,1.61,28780,672,66.83,1.54,28375,25835,745,91.05,1.32,13090,814,30.4,1.88
21180,"Elkins, WV",29399,5980,136,20.341,0.4626,5615,21,93.9,2.13,365,136,6.1,2.13,3890,283,65.05,4.23,395,126,6.61,2.08,650,175,10.87,2.95,5980,260,116,4.35,1.93,35,24,0.59,0.41,80,78,1.34,1.3,28714,,5015,930,211,18.54,4.2,3345,279,55.94,4.27,3320,3040,283,91.57,3.34,2080,277,34.78,4.85
21220,"Elko, NV",51827,12155,172,23.453,0.33187,7940,116,65.32,0.77,4215,129,34.68,0.77,6190,378,50.93,3.15,650,182,5.35,1.49,1165,230,9.58,1.88,12145,460,161,3.79,1.32,1260,219,10.37,1.81,2235,289,18.39,2.37,42216,,11805,1220,320,10.33,2.69,8760,398,72.07,3.07,8670,6985,424,80.57,3.51,2515,330,20.69,2.76
21260,"Ellensburg, WA",41291,14135,172,34.233,0.41656,11540,25,81.64,0.99,2595,172,18.36,1,10490,577,74.21,3.83,1065,223,7.53,1.57,2445,360,17.3,2.56,14120,330,126,2.34,0.89,895,216,6.33,1.52,1505,250,10.65,1.78,34097,,11990,5475,539,45.66,4.13,7825,539,55.36,3.86,7710,6030,481,78.21,3.27,1675,350,11.85,2.45
21300,"Elmira, NY",88876,18685,244,21.024,0.27454,15535,18,83.14,1.1,3150,246,16.86,1.1,12715,449,68.05,2.31,1550,272,8.3,1.44,3000,387,16.06,2.14,18685,525,146,2.81,0.78,560,149,3,0.79,765,163,4.09,0.87,35144,,15990,3555,421,22.23,2.52,11970,470,64.06,2.57,11900,10565,494,88.78,1.89,4570,436,24.46,2.43
21340,"El Paso, TX",816409,205650,130,25.19,0.01592,28335,232,13.78,0.11,177310,249,86.22,0.11,118305,2067,57.53,1,8915,816,4.34,0.4,30305,1429,14.74,0.69,193310,8990,898,4.65,0.46,40635,1619,19.76,0.78,146600,1635,71.29,0.79,27105,,198180,45000,1695,22.71,0.87,115355,1459,56.09,0.72,125205,112285,1708,89.68,0.73,82090,1722,39.92,0.84
21380,"Emporia, KS",33624,10035,170,29.845,0.50559,7040,22,70.15,1.2,2995,170,29.85,1.2,7180,380,71.55,3.57,1205,251,12.01,2.53,1460,187,14.55,1.86,10035,165,79,1.64,0.78,1390,219,13.85,2.15,1915,248,19.08,2.47,27248,,9210,3220,399,34.96,4.32,7105,341,70.8,3.21,6955,6145,370,88.35,2.8,1870,315,18.63,3.16
21420,"Enid, OK",60956,13930,191,22.853,0.31334,10410,23,74.73,1.03,3520,192,25.27,1.04,6760,416,48.53,3.09,1125,238,8.08,1.7,2805,351,20.14,2.46,12965,895,258,6.9,1.94,1455,333,10.45,2.32,2130,322,15.29,2.23,31065,,13310,2005,395,15.06,2.96,9270,507,66.55,3.54,10090,9565,486,94.8,1.67,3050,405,21.9,2.97
21460,"Enterprise, AL",50468,11090,108,21.974,0.214,7585,39,68.39,0.77,3505,116,31.61,0.77,6090,349,54.91,3.27,760,186,6.85,1.67,2295,376,20.69,3.36,10040,690,176,6.87,1.72,755,188,6.81,1.68,1120,160,10.1,1.43,33165,,10910,2275,277,20.85,2.53,5890,379,53.11,3.4,6750,6335,380,93.85,2.14,3715,465,33.5,4.2
21500,"Erie, PA",280518,65980,46,23.521,0.0164,55115,21,83.53,0.07,10865,49,16.47,0.07,47785,816,72.42,1.23,5200,536,7.88,0.81,14350,748,21.75,1.13,65910,1660,303,2.52,0.46,3135,291,4.75,0.44,4770,365,7.23,0.55,30531,,58610,14055,805,23.98,1.36,42375,957,64.22,1.45,41805,36390,915,87.05,1.21,19190,988,29.08,1.5
21540,"Escanaba, MI",36967,6385,90,17.272,0.24346,5875,22,92.01,1.29,510,89,7.99,1.29,4075,231,63.82,3.48,620,146,9.71,2.28,750,189,11.75,2.97,6380,260,110,4.08,1.72,50,40,0.78,0.62,155,72,2.43,1.14,29214,,6275,1765,286,28.13,4.61,4365,274,68.36,3.75,4285,3870,277,90.32,2.53,2060,258,32.26,4.08
21580,"Espa•À_ola, NM",40218,8270,35,20.563,0.08703,620,25,7.5,0.04,7650,35,92.5,0.04,5755,346,69.59,4.23,350,126,4.23,1.53,890,271,10.76,3.27,8270,105,62,1.27,0.74,710,224,8.59,2.72,4850,309,58.65,3.83,27406,,8140,2030,271,24.94,3.34,4940,311,59.73,3.7,4745,4395,315,92.62,3.03,3305,397,39.96,4.83
21660,"Eugene, OR",353382,91250,112,25.822,0.03169,72345,48,79.28,0.11,18900,120,20.71,0.11,64345,973,70.52,1.06,7430,598,8.14,0.66,15855,840,17.38,0.92,91155,1735,316,1.9,0.35,6795,532,7.45,0.59,11350,802,12.44,0.88,30469,,86475,29500,1095,34.11,1.26,54625,1085,59.86,1.19,53300,39875,1023,74.81,1.55,17565,996,19.25,1.09
21700,"Eureka-Arcata-Fortuna, CA",134613,36715,109,27.274,0.08097,26360,54,71.8,0.25,10355,119,28.2,0.25,27300,661,74.36,1.84,3520,373,9.59,1.01,6115,578,16.66,1.57,36620,870,217,2.38,0.59,2490,425,6.78,1.15,4415,532,12.03,1.45,29313,,34435,11155,800,32.39,2.29,22410,768,61.04,2.06,21705,17550,713,80.86,2.13,7250,674,19.75,1.83
21740,"Evanston, WY",21040,4390,182,20.865,0.86502,3840,21,87.47,3.62,550,182,12.53,3.63,1885,303,42.94,6.37,260,114,5.92,2.58,505,134,11.5,3.03,4390,120,69,2.73,1.57,25,35,0.57,0.79,220,179,5.01,3.93,32396,,4340,745,221,17.17,5.12,3055,265,69.59,5.08,3005,2820,269,93.84,2.81,1080,264,24.6,5.91
21780,"Evansville, IN-KY",312412,70240,285,22.483,0.09123,60775,77,86.52,0.36,9470,287,13.48,0.35,42575,880,60.61,1.25,5830,490,8.3,0.69,12755,759,18.16,1.08,70125,1785,341,2.55,0.49,2310,449,3.29,0.63,3540,544,5.04,0.77,31516,,65560,13355,751,20.37,1.13,49345,923,70.25,1.26,48875,45510,990,93.12,0.89,17690,785,25.19,1.11
21820,"Fairbanks, AK",98656,30515,187,30.931,0.18955,21460,117,70.33,0.56,9055,213,29.67,0.55,16945,924,55.53,2.99,2315,346,7.59,1.13,4935,640,16.17,2.09,25850,2500,477,9.67,1.84,1850,416,6.06,1.36,4015,557,13.16,1.82,38096,,27745,2925,526,10.54,1.86,18415,754,60.35,2.41,22480,19030,833,84.65,2.49,6545,796,21.45,2.63
21840,"Fairfield, IA",16800,3610,213,21.488,1.26786,2390,128,66.2,4.31,1220,209,33.8,4.3,2565,325,71.05,7.07,315,127,8.73,3.54,940,253,26.04,6.44,3610,160,104,4.43,2.92,1080,204,29.92,4.72,900,225,24.93,5.61,31815,,2425,420,184,17.32,6.22,2195,375,60.8,10.48,2160,1590,320,73.61,8.13,540,191,14.96,5.01
21900,"Fairmont, WV",56666,12780,80,22.553,0.14118,11865,8,92.84,0.59,910,80,7.12,0.58,8255,347,64.59,2.66,715,148,5.59,1.16,2135,250,16.71,1.94,12765,320,115,2.51,0.9,190,91,1.49,0.71,290,125,2.27,0.98,28601,,12135,2630,363,21.67,2.96,8775,376,68.66,2.87,8700,7990,345,91.84,2.22,4330,384,33.88,3
21980,"Fallon, NV",24572,5190,161,21.122,0.65522,3575,25,68.88,2.14,1620,163,31.21,2.17,3030,275,58.38,4.84,470,166,9.06,3.21,775,215,14.93,4.27,4555,410,159,9,3.41,405,117,7.8,2.24,730,191,14.07,3.63,34183,,4980,1005,247,20.18,4.82,3030,309,58.38,5.78,3560,3265,307,91.71,3.3,1280,256,24.66,4.94
22020,"Fargo, ND-MN",213718,69515,203,32.527,0.09498,61530,59,88.51,0.29,7985,222,11.49,0.29,47500,992,68.33,1.42,8645,598,12.44,0.85,17890,977,25.74,1.39,69375,1840,380,2.65,0.55,4495,556,6.47,0.8,4960,502,7.14,0.71,32338,,62765,14120,914,22.5,1.43,55240,754,79.46,1.07,54410,48445,819,89.04,0.9,8610,765,12.39,1.1
22060,"Faribault-Northfield, MN",64585,17180,233,26.601,0.36076,13610,23,79.22,1.09,3565,237,20.75,1.1,12830,428,74.68,2.39,925,199,5.38,1.16,2115,279,12.31,1.6,17165,125,57,0.73,0.34,1675,254,9.75,1.46,2445,222,14.23,1.27,34925,,10630,1880,383,17.69,3.35,11885,461,69.18,2.47,11755,7150,494,60.83,3.18,2660,435,15.48,2.48
22100,"Farmington, MO",65602,15695,186,23.925,0.28353,13585,26,86.56,1.02,2105,185,13.41,1.02,8980,422,57.22,2.58,920,251,5.86,1.6,1510,314,9.62,2.01,15675,500,178,3.19,1.14,185,81,1.18,0.52,470,163,2.99,1.03,25790,,12360,3200,388,25.89,3,8435,446,53.74,3.02,8310,7870,449,94.71,2.02,3065,427,19.53,2.78
22140,"Farmington, NM",128476,30495,91,23.736,0.07083,10580,28,34.69,0.11,19915,92,65.31,0.11,18300,661,60.01,2.19,1085,245,3.56,0.8,2260,320,7.41,1.05,30455,605,169,1.99,0.55,1810,371,5.94,1.22,9645,788,31.63,2.59,31344,,29970,6970,744,23.26,2.51,18045,659,59.17,2.18,17940,17060,690,95.09,1.48,11120,820,36.46,2.69
22180,"Fayetteville, NC",370875,106395,110,28.688,0.02966,49605,159,46.62,0.15,56790,173,53.38,0.15,55465,1183,52.13,1.12,8955,624,8.42,0.59,16440,974,15.45,0.92,82180,8335,529,10.14,0.62,6450,547,6.06,0.51,13725,694,12.9,0.65,31483,,96490,18335,990,19,1.01,47005,1149,44.18,1.07,69690,62000,1199,88.97,0.91,23030,1133,21.65,1.06
22220,"Fayetteville-Springdale-Rogers, AR-MO",473913,123190,242,25.994,0.05106,87535,233,71.06,0.24,35655,342,28.94,0.24,66305,1367,53.82,1.11,9565,681,7.76,0.55,26060,987,21.15,0.81,122820,2875,407,2.34,0.33,19855,913,16.12,0.74,24585,876,19.96,0.71,30737,,115680,26470,1217,22.88,1.04,83690,1283,67.94,1.04,82640,75415,1400,91.26,0.85,23720,1374,19.25,1.12
22260,"Fergus Falls, MN",57369,9590,69,16.716,0.12027,8700,20,90.72,0.65,885,69,9.23,0.65,5350,257,55.79,2.56,690,144,7.19,1.51,1605,232,16.74,2.43,9580,205,78,2.14,0.81,470,136,4.9,1.41,645,118,6.73,1.21,33318,,9330,1740,279,18.65,2.97,7275,193,75.86,2.04,7050,6325,286,89.72,2.41,2315,284,24.14,2.94
22280,"Fernley, NV",51648,9295,131,17.997,0.25364,6605,31,71.06,1,2690,130,28.94,0.99,5360,449,57.67,4.58,430,166,4.63,1.78,900,240,9.68,2.54,9255,440,207,4.75,2.23,835,202,8.98,2.16,1425,195,15.33,2.12,38211,,9200,2005,350,21.79,3.74,4645,370,49.97,3.92,4655,4435,346,95.27,2.1,2865,469,30.82,5.04
22300,"Findlay, OH",75239,17125,158,22.761,0.21,14960,27,87.36,0.8,2165,158,12.64,0.81,11065,442,64.61,2.49,1505,309,8.79,1.79,3520,431,20.55,2.53,17125,325,144,1.9,0.84,705,210,4.12,1.22,1125,268,6.57,1.54,31125,,16030,3960,571,24.7,3.53,12200,393,71.24,2.34,11920,10880,414,91.28,1.94,3555,460,20.76,2.71
22340,"Fitzgerald, GA",17576,3475,129,19.771,0.73396,1875,41,53.96,2.39,1605,135,46.19,2.33,2300,282,66.19,7.42,260,141,7.48,4.06,250,103,7.19,3,3475,40,41,1.15,1.17,70,89,2.01,2.55,270,196,7.77,5.49,26653,,3405,1425,258,41.85,7.92,1465,243,42.16,6.56,1440,1325,248,92.01,5.27,1430,304,41.15,8.31
22380,"Flagstaff, AZ",134795,42880,129,31.811,0.0957,23700,41,55.27,0.19,19180,134,44.73,0.19,32360,656,75.47,1.51,2825,404,6.59,0.94,6765,642,15.78,1.51,42810,850,212,1.99,0.5,2620,450,6.11,1.05,8815,618,20.56,1.46,29795,,35810,12175,872,34,2.26,26550,805,61.92,1.88,26120,19955,884,76.4,2.39,8345,756,19.46,1.76
22420,"Flint, MI",421575,87575,71,20.773,0.01684,60130,65,68.66,0.1,27445,101,31.34,0.1,61075,903,69.74,1.03,5800,607,6.62,0.69,12165,710,13.89,0.81,87460,1520,263,1.74,0.3,1940,375,2.22,0.43,3180,370,3.63,0.42,30732,,86040,24535,1059,28.52,1.22,51040,1048,58.28,1.19,50100,46875,999,93.56,0.88,32390,1033,36.99,1.19
22500,"Florence, SC",205739,44200,215,21.484,0.1045,21470,30,48.57,0.24,22730,215,51.43,0.24,30560,712,69.14,1.61,2725,415,6.17,0.94,6285,510,14.22,1.15,44125,905,207,2.05,0.47,1475,277,3.34,0.62,1855,318,4.2,0.71,29575,,41855,10965,747,26.2,1.79,26185,702,59.24,1.58,25765,24065,745,93.4,1.1,15105,910,34.17,2.09
22520,"Florence-Muscle Shoals, AL",147122,31355,198,21.312,0.13458,24925,55,79.49,0.53,6430,205,20.51,0.53,18875,617,60.2,1.91,2725,329,8.69,1.05,4565,432,14.56,1.37,31340,660,185,2.11,0.59,1055,224,3.36,0.71,1445,209,4.61,0.66,30837,,30025,7505,615,25,2.02,19910,739,63.5,2.32,19590,18860,740,96.27,0.99,9345,863,29.8,2.76
22540,"Fond du Lac, WI",101666,21030,194,20.685,0.19082,18895,8,89.85,0.82,2135,195,10.15,0.83,12810,531,60.91,2.4,1520,278,7.23,1.33,3375,344,16.05,1.67,21005,480,160,2.29,0.76,1060,183,5.04,0.85,1725,189,8.2,0.87,33388,,19300,2655,357,13.76,1.85,16315,408,77.58,1.74,16080,14625,424,90.95,1.28,5390,441,25.63,2.07
22580,"Forest City, NC",67403,12260,176,18.189,0.26112,9865,10,80.46,1.15,2400,177,19.58,1.17,6845,442,55.83,3.68,665,205,5.42,1.68,1100,229,8.97,1.89,12260,295,146,2.41,1.19,540,185,4.4,1.49,725,172,5.91,1.38,30776,,12005,3350,527,27.91,4.26,6650,433,54.24,3.44,6440,6065,419,94.18,2.74,4025,434,32.83,3.52
22620,"Forrest City, AR",27914,6610,106,23.68,0.37974,2210,22,33.43,0.54,4400,106,66.57,0.55,4555,316,68.91,4.34,370,135,5.6,2.05,445,154,6.73,2.32,6610,220,145,3.33,2.21,275,160,4.16,2.39,620,157,9.38,2.31,26218,,5305,1475,248,27.8,4.75,3115,324,47.13,4.8,3025,2730,323,90.25,5.68,1865,339,28.21,4.98
22660,"Fort Collins, CO",305798,86415,117,28.259,0.03826,70600,233,81.7,0.31,15815,278,18.3,0.31,59785,1037,69.18,1.2,6420,521,7.43,0.6,24345,1077,28.17,1.25,86110,2045,405,2.37,0.47,5965,670,6.9,0.78,8975,744,10.39,0.86,32316,,80265,22560,1121,28.11,1.35,59605,983,68.98,1.15,58110,48580,1100,83.6,1.2,14345,913,16.6,1.06
22700,"Fort Dodge, IA",37626,8700,185,23.122,0.49168,7315,54,84.08,1.95,1385,199,15.92,1.96,6465,304,74.31,2.79,880,210,10.11,2.39,1045,210,12.01,2.42,8700,180,89,2.07,1.03,355,129,4.08,1.45,410,146,4.71,1.68,30983,,7285,1865,299,25.6,3.45,5530,268,63.56,2.85,5420,4960,296,91.51,2.96,2045,323,23.51,3.91
22780,"Fort Leonard Wood, MO",52795,21390,147,40.515,0.27844,14230,57,66.53,0.52,7160,156,33.47,0.52,12305,685,57.53,3.2,1150,244,5.38,1.13,2720,396,12.72,1.85,9820,1850,411,18.84,4.21,955,250,4.46,1.17,3235,352,15.12,1.63,30155,,12610,1750,433,13.88,3.36,5975,565,27.93,2.67,17280,7995,550,46.27,2.53,2345,440,10.96,2.05
22800,"Fort Madison-Keokuk, IA-IL-MO",61720,11590,160,18.778,0.25924,10480,48,90.42,1.32,1110,166,9.58,1.31,6970,296,60.14,2.45,910,160,7.85,1.36,1435,173,12.38,1.5,11535,530,141,4.59,1.22,275,119,2.37,1.02,425,132,3.67,1.13,30689,,11255,2110,228,18.75,1.97,8140,288,70.23,2.43,8100,7555,318,93.27,1.68,3595,316,31.02,2.73
22820,"Fort Morgan, CO",28308,6105,122,21.566,0.43097,3065,22,50.2,1,3040,122,49.8,1,3310,299,54.22,4.62,395,133,6.47,2.15,650,157,10.65,2.59,6105,65,53,1.06,0.88,1260,203,20.64,3.29,2190,261,35.87,4.25,28946,,5890,990,210,16.81,3.51,4180,255,68.47,3.93,4110,3815,277,92.82,3.52,1630,227,26.7,3.81
22860,"Fort Polk South, LA",52510,16090,53,30.642,0.10093,10955,25,68.09,0.31,5135,63,31.91,0.3,6095,397,37.88,2.47,880,157,5.47,0.98,2045,277,12.71,1.72,11670,1720,295,14.74,2.44,665,139,4.13,0.87,1650,187,10.25,1.16,30917,,14100,1920,285,13.62,1.99,6440,347,40.02,2.15,10680,9560,306,89.51,2.29,3005,316,18.68,1.97
22900,"Fort Smith, AR-OK",280228,60000,269,21.411,0.09599,42010,31,70.02,0.32,17990,271,29.98,0.32,30470,898,50.78,1.48,3835,451,6.39,0.75,5865,504,9.78,0.84,59840,2410,351,4.03,0.59,5650,386,9.42,0.63,7970,433,13.28,0.71,26353,,58805,14635,767,24.89,1.34,37705,803,62.84,1.34,37390,35600,796,95.21,0.88,17250,882,28.75,1.47
23060,"Fort Wayne, IN",419305,92920,139,22.16,0.03315,70605,180,75.98,0.21,22320,218,24.02,0.22,55765,988,60.01,1.06,7700,630,8.29,0.68,17965,894,19.33,0.97,92800,2285,364,2.46,0.39,6645,502,7.15,0.54,9830,556,10.58,0.6,32650,,90950,17060,1053,18.76,1.16,64215,1017,69.11,1.07,63320,59415,1019,93.83,0.67,26335,1079,28.34,1.16
23140,"Frankfort, IN",33086,6705,68,20.265,0.20552,5245,24,78.23,0.79,1460,69,21.77,0.8,3735,245,55.7,3.59,230,88,3.43,1.32,530,133,7.9,1.99,6665,55,34,0.83,0.52,965,134,14.39,1.98,1235,84,18.42,1.25,29197,,6545,950,205,14.51,3.17,4525,262,67.49,3.77,4435,4170,253,94.02,2.45,2525,276,37.66,4.04
23180,"Frankfort, KY",70965,15060,228,21.222,0.32129,11520,71,76.49,1.3,3540,246,23.51,1.31,9440,501,62.68,3.23,1285,236,8.53,1.59,2775,370,18.43,2.41,15030,315,121,2.1,0.8,860,221,5.71,1.43,1215,267,8.07,1.73,31864,,13955,2630,424,18.85,2.92,10255,474,68.09,2.88,10140,9435,498,93.05,2.06,3580,351,23.77,2.38
23240,"Fredericksburg, TX",25003,3500,116,13.998,0.46394,2235,24,63.86,2.12,1265,117,36.14,2.15,1905,261,54.43,7.29,115,75,3.29,2.13,560,162,16,4.66,3500,55,45,1.57,1.29,475,219,13.57,6.13,1030,150,29.43,3.8,25921,,3490,650,183,18.62,5.17,2630,218,75.14,5.96,2560,2370,250,92.58,4.24,1250,269,35.71,7.8
23300,"Freeport, IL",47315,8490,190,17.944,0.40156,6885,3,81.1,1.81,1600,188,18.85,1.79,6265,292,73.79,2.96,855,208,10.07,2.4,1060,193,12.49,2.3,8475,150,81,1.77,0.95,150,99,1.77,1.16,340,140,4,1.6,26851,,8420,1810,264,21.5,3.1,5915,293,69.67,3.17,5810,5240,297,90.19,2.56,3340,364,39.34,4.32
23340,"Fremont, NE",36675,7475,85,20.382,0.23177,6140,20,82.14,0.93,1335,85,17.86,0.93,4195,337,56.12,4.42,530,143,7.09,1.93,1165,251,15.59,3.34,7470,115,56,1.54,0.75,775,152,10.37,2,1030,109,13.78,1.47,33051,,7075,1295,256,18.3,3.5,5705,255,76.32,3.36,5585,5125,274,91.76,2.6,1440,216,19.26,2.91
23380,"Fremont, OH",60619,11745,156,19.375,0.25735,9635,27,82.03,1.09,2115,158,18.01,1.11,6905,453,58.79,3.56,590,155,5.02,1.33,1230,214,10.47,1.82,11715,335,117,2.86,1.01,230,151,1.96,1.27,705,208,6,1.72,31637,,11700,2470,426,21.11,3.57,8185,333,69.69,2.64,8090,7495,317,92.65,2.22,3535,403,30.1,3.33
23420,"Fresno, CA",939605,244060,46,25.975,0.0049,62720,235,25.7,0.1,181335,234,74.3,0.1,160110,1796,65.6,0.74,9395,734,3.85,0.3,28680,1357,11.75,0.56,243445,3950,453,1.62,0.19,61220,1652,25.08,0.68,117905,1811,48.31,0.74,30173,,237650,67870,2108,28.56,0.89,140040,2022,57.38,0.83,133045,119100,2022,89.52,0.69,85705,2218,35.12,0.91
23460,"Gadsden, AL",104260,21115,151,20.252,0.14483,15530,25,73.55,0.53,5585,150,26.45,0.53,11750,511,55.65,2.43,1015,247,4.81,1.17,2285,340,10.82,1.6,21020,510,192,2.43,0.91,985,190,4.66,0.89,1020,286,4.83,1.34,31162,,20580,4505,541,21.89,2.56,11885,561,56.29,2.73,11730,11325,577,96.55,1.56,7815,597,37.01,2.86
23500,"Gaffney, SC",55587,11845,47,21.309,0.08455,8170,30,68.97,0.27,3670,47,30.98,0.28,7585,481,64.04,4.02,665,206,5.61,1.74,1465,267,12.37,2.26,11825,250,109,2.11,0.93,485,118,4.09,1,795,151,6.71,1.27,30627,,11440,3070,408,26.84,3.53,7080,350,59.77,2.96,6960,6640,375,95.4,2.07,4445,454,37.53,3.86
23540,"Gainesville, FL",266765,98680,112,36.991,0.04198,60290,258,61.1,0.27,38390,287,38.9,0.28,78915,1075,79.97,1.09,10040,693,10.17,0.7,27315,1413,27.68,1.43,98590,1960,364,1.99,0.37,12655,969,12.82,0.98,16715,1016,16.94,1.02,30901,,85675,35770,1636,41.75,1.65,52930,1449,53.64,1.47,51660,40535,1467,78.46,1.64,12880,964,13.05,0.98
23580,"Gainesville, GA",182841,41315,97,22.596,0.05305,22460,31,54.36,0.13,18855,97,45.64,0.13,23625,872,57.18,2.1,1985,343,4.8,0.83,5345,491,12.94,1.19,41225,610,176,1.48,0.43,10390,668,25.15,1.61,14560,535,35.24,1.3,27057,,39595,8110,716,20.48,1.8,28025,849,67.83,2.05,27705,25995,908,93.83,1.25,12280,765,29.72,1.85
23620,"Gainesville, TX",38484,7785,127,20.229,0.33001,5495,35,70.58,1.2,2290,129,29.42,1.21,4625,319,59.41,3.94,420,147,5.39,1.89,815,174,10.47,2.19,7750,170,71,2.19,0.91,1175,222,15.09,2.85,1745,205,22.41,2.61,26606,,7575,1550,301,20.46,3.93,5395,321,69.3,4.12,5295,4885,321,92.26,2.78,2415,301,31.02,3.88
23660,"Galesburg, IL",52545,11350,110,21.601,0.20934,8750,27,77.09,0.74,2600,108,22.91,0.73,8165,297,71.94,2.61,915,170,8.06,1.5,1405,254,12.38,2.21,11315,365,137,3.23,1.22,495,133,4.36,1.16,915,167,8.06,1.46,28779,,9140,2155,305,23.58,3.15,6845,332,60.31,2.89,6790,5860,378,86.3,3.03,2575,245,22.69,2.2
23700,"Gallup, NM",72373,17565,250,24.27,0.34543,1205,14,6.86,0.12,16360,250,93.14,0.13,13820,449,78.68,2.69,435,103,2.48,0.58,1055,263,6.01,1.47,17530,290,112,1.65,0.63,310,171,1.76,0.97,9910,600,56.42,3.29,24449,,17335,6295,556,36.31,3.2,7365,481,41.93,2.57,7330,6275,520,85.61,3.21,9810,629,55.85,3.51
23780,"Garden City, KS",40876,9665,153,23.645,0.3743,4130,39,42.73,0.64,5535,142,57.27,0.64,5290,336,54.73,3.53,535,140,5.54,1.45,1110,222,11.48,2.27,9665,175,94,1.81,0.98,2500,339,25.87,3.44,3990,332,41.28,3.34,30423,,9335,1900,318,20.35,3.33,7270,314,75.22,3.01,7055,6480,337,91.85,3.54,2250,266,23.28,2.8
23820,"Gardnerville Ranchos, NV",47035,7385,125,15.701,0.26576,5515,28,74.68,1.26,1870,124,25.32,1.25,4250,361,57.55,4.99,395,159,5.35,2.14,1305,296,17.67,3.99,7175,345,130,4.81,1.81,495,170,6.7,2.29,830,194,11.24,2.63,36020,,7315,1040,307,14.22,4.2,4965,328,67.23,4.38,5075,4550,301,89.66,3.6,2145,326,29.05,4.46
